Concesionaria,Marca,Modelo,Versión,Tipo Carrocería,Precio (US$),Combustible,Motor (Cilindrada / HP / Torque),Transmisión (MT / AT / CVT y N° de marchas),Tracción,Largo (mm),Ancho (mm),Alto (mm),Despeje del suelo (mm),Baulera (Litros),Plazas (Asientos) (Nuevo),"ADAS (Full, Intermedio, Sin ADAS)",Asientos de Cuero (Sí/No),Techo Panorámico/Corredizo (Sí/No),Tamaño Pantalla (Pulgadas),Conectividad (Inalámbrico/Cable),Cámaras (Retroceso / 360),Garantía,Origen,URL del Auto,URL de Imagen,Subsegmento,Airbags
Chacomer,Suzuki,Grand Vitara HEV,GLX AT BI TONO 2026,SUV,$23.490,MHEV,1.462 cc / 102 HP / 137 Nm,AT 6,2WD,4345,1795,1645,210,373,5,Sin ADAS,Sí,No,9,Inalámbrico,360,3 años o 100.000km,India,,,,
Chacomer,Suzuki,Grand Vitara HEV,GLX SR AT 2026,SUV,$23.990,MHEV,1.462 cc / 102 HP / 137 Nm,AT 6,2WD,4345,1795,1645,210,373,5,Sin ADAS,Sí,Sí,9,Inalámbrico,360,3 años o 100.000km,India,,,,
Chacomer,Suzuki,Grand Vitara HEV,GLX SR AT BI TONO 2026,SUV,$24.490,MHEV,1.462 cc / 102 HP / 137 Nm,AT 6,2WD,4345,1795,1645,210,373,5,Sin ADAS,Sí,Sí,9,Inalámbrico,360,3 años o 100.000km,India,,,,
Chacomer,Suzuki,Grand Vitara HEV,GLX LIMITED 4WD AT 2026,SUV,$25.990,MHEV,1.462 cc / 102 HP / 137 Nm,AT 6,4WD,4345,1795,1645,210,373,5,Sin ADAS,Sí,Sí,9,Inalámbrico,360,3 años o 100.000km,India,,,,
Chacomer,Suzuki,Vitara Across HEV,GLX AT 2026,SUV,$24.990,MHEV,1.462 cc / 102 HP / 137 Nm,AT,2WD,436,1795,1655,210,344,5,Full,Sí,,"10.1""",Inalámbrico,360°,3 años o 100.000km,Hungría,,,,
Chacomer,Suzuki,Vitara Across HEV,GLX AT BI TONO 2026,SUV,$25.490,MHEV,1.462 cc / 102 HP / 137 Nm,AT,2WD,436,1795,1655,210,344,5,Full,Sí,,"10.1""",Inalámbrico,360°,3 años o 100.000km,Hungría,,,,
Chacomer,Suzuki,Vitara Across HEV,GLX SR AT 2026,SUV,$25.990,MHEV,1.462 cc / 102 HP / 137 Nm,AT,2WD,436,1795,1655,210,344,5,Full,Sí,Sí,"10.1""",Inalámbrico,360°,3 años o 100.000km,Hungría,,,,
Chacomer,Suzuki,Vitara Across HEV,GLX SR AT BI TONO 2026,SUV,$26.490,MHEV,1.462 cc / 102 HP / 137 Nm,AT,2WD,436,1795,1655,210,344,5,Full,Sí,Sí,"10.1""",Inalámbrico,360°,3 años o 100.000km,Hungría,,,,
Chacomer,Suzuki,S-Cross HEV,GLX AT 2026,SUV,$25.990,MHEV,1.373 cc / 127 HP / 235 Nm,AT 6 velocidades,2WD,4305,1785,1585,175,430,5,Full,Sí,Sí,"9""",Inalámbrico,360°,3 años o 100.000km,Hungría,,,SUV Subcompacta (B),
Diesa,BYD,Song Pro DM-i,GL (2025),SUV,$26.900,PHEV,1.5L / 78 kW / 135 Nm,DHT30,Delantera,4738,1860,1710,160,520,5,Sin ADAS,Sí,Sí,"12,8",Cable,360,6 años o 150.000 km,China,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82ElERa5PO1qlojphemuAcogjR53BlmyTXA&s,,6
Diesa,BYD,Song Pro DM-i,GL (2026),SUV,$30.900,PHEV,1.5L / 78 kW / 135 Nm,DHT30,Delantera,4738,1860,1710,160,520,5,Sin ADAS,Sí,Sí,"12,8",Cable,360,6 años o 150.000 km,China,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82ElERa5PO1qlojphemuAcogjR53BlmyTXA&s,,6
Diesa,BYD,Song Pro DM-i,GS (2026),SUV,$32.900,PHEV,1.5L / 78 kW / 135 Nm,DHT30,Delantera,4738,1860,1710,160,520,5,Full,Sí,Sí,"12,8",Cable,360,6 años o 150.000 km,China,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR82ElERa5PO1qlojphemuAcogjR53BlmyTXA&s,,6
Diesa,BYD,Yuan Plus,2025,SUV,$34.900,EV,150 kW / 310 Nm,AT,Delantera,4455,1875,1615,150,440,5,Full,Sí,Sí,"12,8",Cable,360,6 años o 150.000 km,China,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZwQKYQNklvtQAcVuq6Cf7f5tGDFQkp7Sa0A&s,,6
Diesa,BYD,Song Plus,2025,SUV,$33.900,PHEV,1.5T,E-CVT,Delantera,4705,1890,1680,160,574,5,Full,Sí,Sí,"15,6",Cable,360,6 años o 150.000 km,China,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3jaKzskd0ZIT9dDquTqngsHKcJq68m1nYEw&s,,6
Diesa,BYD,Song Plus,2026,SUV,$37.900,PHEV,1.5T,E-CVT,Delantera,4705,1890,1680,160,574,5,Full,Sí,Sí,"15,6",Cable,360,6 años o 150.000 km,China,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3jaKzskd0ZIT9dDquTqngsHKcJq68m1nYEw&s,,6
Diesa,BYD,Shark,2025,Pickup,$44.900,PHEV,170 kw / 650 Nm combinado,AT,AWD Inteligente,5457,1971,1925,210,-,5,Intermedio,Sí,No,"12,8",Cable,540°,6 años o 150.000 km,China,https://byd.com.py/storage/modelos/August2025/Lnja8svV0oLfXjp5Fpui.pdf,https://byd.com.py/storage/modelos/April2025/MUr1GKngq6MKEXejgvRC.jpg,,
Diesa,BYD,Shark,2026,Pickup,$50.900,PHEV,170 kw / 650 Nm combinado,AT,AWD Inteligente,5457,1971,1925,210,-,5,Full,Sí,No,"12,8",Cable,540°,6 años o 150.000 km,China,https://byd.com.py/storage/modelos/August2025/Lnja8svV0oLfXjp5Fpui.pdf,https://byd.com.py/storage/modelos/April2025/MUr1GKngq6MKEXejgvRC.jpg,,
Diesa,BYD,Sealion 7,2026,SUV,$49.900,EV,390 kW / 690 Nm,AT,AWD,4830,1925,1620,160,500,5,Full,Sí,Sí,"15,6",Inalámbrico,360,6 años o 150.000 km,China,,https://cdn-xy.drivek.com/eyJidWNrZXQiOiJkYXRhay1jZG4teHkiLCJrZXkiOiJjb25maWd1cmF0b3ItaW1ncy9jYXJzL2ttNzdfZXMvb3JpZ2luYWwvQllEL1NFQUxJT04tNy81MTUzMV9UT0RPVEVSUkVOTy01LVBVRVJUQVMvc2VhbGlvbi03LTAuanBnIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjoxMDI0LCJoZWlnaHQiOm51bGwsImZpdCI6ImNvdmVyIn19fQ==,,7
Diesa,BYD,Tang EV,2025,SUV,$59.900,EV,380 kW / 700 Nm,AT,AWD,4900,1950,1725,170,235,7,Full,Sí,Sí,"15,6",Cable,360,6 años o 150.000 km,China,,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR9SwkZCNeQePClF7sK_C1wc_iSaF4XouQX1w&s,,6
Diesa,Volkswagen,Polo Track,TL,Hatchback,$14.900,Flex,1.0 MPI (84 HP / 102 Nm),MT5,Delantera (4x2),4079,1751,1471,166,300,5,Sin ADAS,No,No,Radio / Sin Pantalla,Bluetooth,Ninguna,3 años / 100.000 km,Brasil,https://www.volkswagen.com.py/idhub/content/dam/onehub_pkw/importers/py/brochure/10-2023/Ficha-t%C3%A9cnica-Nuevo-Polo.pdf,https://assets.volkswagen.com/is/image/volkswagenag/Design-moderno?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZoZWk9OTYwJmFsaWduPTAuMDAsMC4wMCZiZmM9b2ZmJmI0NjI=,,
Diesa,Volkswagen,Polo Track,TL,Hatchback,$15.500,Naftero,1.6 MPI (110 HP / 155 Nm),MT5,Delantera (4x2),4079,1751,1471,166,300,5,Sin ADAS,No,No,Radio / Sin Pantalla,Bluetooth,Ninguna,3 años / 100.000 km,Brasil,https://www.volkswagen.com.py/idhub/content/dam/onehub_pkw/importers/py/brochure/10-2023/Ficha-t%C3%A9cnica-Nuevo-Polo.pdf,https://assets.volkswagen.com/is/image/volkswagenag/Design-moderno?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZoZWk9OTYwJmFsaWduPTAuMDAsMC4wMCZiZmM9b2ZmJmI0NjI=,,
Diesa,Volkswagen,Polo,CL,Hatchback,$19.500,Flex,1.0 170 TSI (116 HP / 170 Nm),AT6,Delantera (4x2),4074,1751,1471,166,300,5,Sin ADAS,No,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,https://www.volkswagen.com.py/idhub/content/dam/onehub_pkw/importers/py/brochure/10-2023/Ficha-t%C3%A9cnica-Nuevo-Polo.pdf,https://assets.volkswagen.com/is/image/volkswagenag/Design-moderno?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZoZWk9OTYwJmFsaWduPTAuMDAsMC4wMCZiZmM9b2ZmJmI0NjI=,,
Diesa,Volkswagen,Polo,HL,Hatchback,$20.900,Flex,1.0 170 TSI (116 HP / 170 Nm),AT6,Delantera (4x2),4074,1751,1471,166,300,5,Sin ADAS,Sí,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,https://www.volkswagen.com.py/idhub/content/dam/onehub_pkw/importers/py/brochure/10-2023/Ficha-t%C3%A9cnica-Nuevo-Polo.pdf,https://assets.volkswagen.com/is/image/volkswagenag/Design-moderno?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZoZWk9OTYwJmFsaWduPTAuMDAsMC4wMCZiZmM9b2ZmJmI0NjI=,,
Diesa,Volkswagen,Tera,TL,SUV Compacto,$17.900,Flex,1.0 MPI (84 HP / 102 Nm),MT5,Delantera (4x2),,,,,,5,Sin ADAS,No,No,"8""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZhZTFl,,
Diesa,Volkswagen,Tera,CL,SUV Compacto,$18.900,Flex,1.0 170 TSI (116 HP / 170 Nm),MT5,Delantera (4x2),,,,,,5,Sin ADAS,No,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZhZTFl,,
Diesa,Volkswagen,Tera,CL,SUV Compacto,$19.900,Flex,1.0 170 TSI (116 HP / 170 Nm),AT6,Delantera (4x2),,,,,,5,Sin ADAS,No,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZhZTFl,,
Diesa,Volkswagen,Tera,HL,SUV Compacto,$21.500,Flex,1.0 170 TSI (116 HP / 170 Nm),AT6,Delantera (4x2),,,,,,5,Intermedio,Sí,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZhZTFl,,
Diesa,Volkswagen,Tera,HL Outfit,SUV Compacto,$22.500,Flex,1.0 170 TSI (116 HP / 170 Nm),AT6,Delantera (4x2),,,,,,5,Intermedio,Sí,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZhZTFl,,
Diesa,Volkswagen,Nivus,CL,SUV Coupé,$22.500,Flex,1.0 200 TSI (116 HP / 200 Nm),AT6,Delantera (4x2),4266,1757,1493,166,415,5,Intermedio,No,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-exterior1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZoZWk9NTc2JmFsaWduPTAuMDAsMC4wMCZiZmM9b2ZmJjJkMjc=,,
Diesa,Volkswagen,Nivus,HL,SUV Coupé,$24.500,Flex,1.0 200 TSI (116 HP / 200 Nm),AT6,Delantera (4x2),4266,1757,1493,166,415,5,Intermedio,Sí,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-exterior1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZoZWk9NTc2JmFsaWduPTAuMDAsMC4wMCZiZmM9b2ZmJjJkMjc=,,
Diesa,Volkswagen,Nivus,GTS,SUV Coupé,$27.500,Flex,1.4 250 TSI (150 HP / 250 Nm),AT6,Delantera (4x2),4266,1757,1493,166,415,5,Intermedio,Sí,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-exterior1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTk2MCZoZWk9NTc2JmFsaWduPTAuMDAsMC4wMCZiZmM9b2ZmJjJkMjc=,,
Diesa,Volkswagen,T-Cross,TL,SUV,$21.500,Flex,1.0 200 TSI (116 HP / 200 Nm),AT6,Delantera (4x2),4199,1760,1598,191,373,5,Sin ADAS,No,No,"6.5""",Inalámbrico,Ninguna,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/seguridad-3-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,T-Cross,CL,SUV,$23.500,Flex,1.0 200 TSI (116 HP / 200 Nm),AT6,Delantera (4x2),4199,1760,1598,191,373,5,Intermedio,No,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/seguridad-3-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,T-Cross,HL,SUV,$25.500,Flex,1.4 250 TSI (150 HP / 250 Nm),AT6,Delantera (4x2),4199,1760,1598,191,373,5,Intermedio,Sí,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/seguridad-3-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,T-Cross,HL + Techo,SUV,$26.900,Flex,1.4 250 TSI (150 HP / 250 Nm),AT6,Delantera (4x2),4199,1760,1598,191,373,5,Intermedio,Sí,Sí,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/seguridad-3-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,Nuevo Taos MX,CL,SUV,$29.900,Flex,1.4 250 TSI (150 HP / 250 Nm),AT6,Delantera (4x2),4461,1841,1626,185,498,5,Intermedio,No,No,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Argentina,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-taos-py-3?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,Nuevo Taos MX,HL,SUV,$32.900,Flex,1.4 250 TSI (150 HP / 250 Nm),AT6,Delantera (4x2),4461,1841,1626,185,498,5,Full,Sí,Sí,"10""",Inalámbrico,Retroceso,3 años / 100.000 km,Argentina,,https://assets.volkswagen.com/is/image/volkswagenag/diseno-taos-py-3?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,Nueva Tiguan,Life,SUV,$39.900,Naftero,1.4 250 TSI (150 HP / 250 Nm),DSG6,Delantera (4x2),4728,1839,1674,190,230,7,Intermedio,Sí,No,"8""",Inalámbrico,Retroceso,3 años / 100.000 km,México,,https://assets.volkswagen.com/is/image/volkswagenag/tiguan-desing1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTY4MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZlN2E5,,
Diesa,Volkswagen,Nueva Tiguan,R-Line,SUV,$45.900,Naftero,1.4 250 TSI (150 HP / 250 Nm),DSG6,Delantera (4x2),4728,1839,1674,190,230,7,Full,Sí,Sí,"10""",Inalámbrico,360,3 años / 100.000 km,México,,https://assets.volkswagen.com/is/image/volkswagenag/tiguan-desing1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTY4MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZlN2E5,,
Diesa,Volkswagen,Teramont,Premium 3H,SUV,$69.900,Naftero,3.6 V6 (280 HP / 360 Nm),AT8,4MOTION,5097,1990,1777,203,583,7,Full,Sí,Sí,"10""",Inalámbrico,360,3 años / 100.000 km,EE.UU.,,https://assets.volkswagen.com/is/image/volkswagenag/explore-exterior1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmaGVpPTc2OCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiYyMmI2,,
Diesa,Volkswagen,Teramont,Premium 3H,SUV,$73.900,Naftero,2.0 TSI (235 HP / 350 Nm),AT8,4MOTION,5097,1990,1777,203,583,7,Full,Sí,Sí,"10""",Inalámbrico,360,3 años / 100.000 km,EE.UU.,,https://assets.volkswagen.com/is/image/volkswagenag/explore-exterior1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmaGVpPTc2OCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiYyMmI2,,
Diesa,Volkswagen,Saveiro,SC Robust,Pick-up,$15.500,Flex,1.6 MPI (110 HP / 155 Nm),MT5,Delantera (4x2),4493,1708,1497,160,924,2,Sin ADAS,No,No,Radio / Sin Pantalla,Bluetooth,Ninguna,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/Control-de-electronico-de-estabilidad?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,Saveiro,DC Robust,Pick-up,$16.900,Flex,1.6 MPI (110 HP / 155 Nm),MT5,Delantera (4x2),4493,1708,1504,160,580,5,Sin ADAS,No,No,Radio / Sin Pantalla,Bluetooth,Ninguna,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/Control-de-electronico-de-estabilidad?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,Saveiro,DC Extreme,Pick-up,$20.500,Flex,1.6 MPI (110 HP / 155 Nm),MT5,Delantera (4x2),4493,1708,1504,160,580,5,Sin ADAS,Sí,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Brasil,,https://assets.volkswagen.com/is/image/volkswagenag/Control-de-electronico-de-estabilidad?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTEyODAmYWxpZ249MC4wMCwwLjAwJmJmYz1vZmYmMzI3Yw==,,
Diesa,Volkswagen,Amarok,DC Highline,Pick-up,$46.900,Diesel,2.0L TDI (180 HP / 420 Nm),AT8,4MOTION,5254,1954,1834,226,1280,5,Sin ADAS,Sí,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Argentina,,https://assets.volkswagen.com/is/image/volkswagenag/08-AMAROK-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTY4MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZlN2E5,,
Diesa,Volkswagen,Amarok,DC Highline,Pick-up,$48.900,Diesel,2.0L TDI (180 HP / 420 Nm),AT8,4MOTION,5254,1954,1834,226,1280,5,Sin ADAS,Sí,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Argentina,,https://assets.volkswagen.com/is/image/volkswagenag/08-AMAROK-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTY4MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZlN2E5,,
Diesa,Volkswagen,Amarok,DC Comfortline,Pick-up,$49.900,Diesel,3.0L V6 TDI (258 HP / 580 Nm),AT8,4MOTION,5254,1954,1834,226,1280,5,Sin ADAS,No,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Argentina,,https://assets.volkswagen.com/is/image/volkswagenag/08-AMAROK-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTY4MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZlN2E5,,
Diesa,Volkswagen,Amarok,DC Highline,Pick-up,$55.900,Diesel,3.0L V6 TDI (258 HP / 580 Nm),AT8,4MOTION,5254,1954,1834,226,1280,5,Sin ADAS,Sí,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Argentina,,https://assets.volkswagen.com/is/image/volkswagenag/08-AMAROK-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTY4MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZlN2E5,,
Diesa,Volkswagen,Amarok,DC Extreme,Pick-up,$58.900,Diesel,3.0L V6 TDI (258 HP / 580 Nm),AT8,4MOTION,5254,1954,1834,226,1280,5,Sin ADAS,Sí,No,"6.5""",Inalámbrico,Retroceso,3 años / 100.000 km,Argentina,,https://assets.volkswagen.com/is/image/volkswagenag/08-AMAROK-1?Zml0PWNyb3AsMSZmbXQ9d2VicCZxbHQ9Nzkmd2lkPTY4MCZhbGlnbj0wLjAwLDAuMDAmYmZjPW9mZiZlN2E5,,
Garden Automotores,Kia,K3-sedan,LX,Sedan,$17.990,Nafta,1.4 / 98 HP / -,MT 6 vel.,4x2,4545,1765,1475,150,544,,Full,No,No,"8""",Apple CarPlay y Android Auto,Retroceso,5 años o 100.000 km,Corea del Sur,,https://www.kia.com/content/dam/kwcms/mx/es/images/showroom/2026/k3-sedan/MiniaturasCaracteristicas/AjusteMiniaturas/K3_sd_grey_EXPack.png,Sedán B,
Garden Automotores,Kia,K3-sedan,GT-Line,Sedan,$26.990,Nafta,1.4 / 98 HP / -,AT 6 vel.,4x2,4545,1765,1475,150,544,,Full,Sí,No,"8""",Apple CarPlay y Android Auto,Retroceso,5 años o 100.000 km,Corea del Sur,,https://www.kia.com/content/dam/kwcms/mx/es/images/showroom/2026/k3-sedan/MiniaturasCaracteristicas/AjusteMiniaturas/K3_sd_grey_EXPack.png,,
Garden Automotores,Kia,K3-sedan,EX,Sedan,$23.990,Nafta,1.4 / 98 HP / -,AT 6 vel.,4x2,4545,1765,1475,150,544,,Full,Sí,No,"8""",Apple CarPlay y Android Auto,Retroceso,5 años o 100.000 km,Corea del Sur,,https://www.kia.com/content/dam/kwcms/mx/es/images/showroom/2026/k3-sedan/MiniaturasCaracteristicas/AjusteMiniaturas/K3_sd_grey_EXPack.png,,
Garden Automotores,Kia,Tasman,LX,Pickup,$39.990,Diesel,2.2 / 210 HP / 440 Nm,AT 8,4x2,5410,1930,1890,224,-,5,Full,No,No,"12,3",Inalámbrico/Cable,Retroceso,5 años o 100.000 km,Corea del Sur,,https://resource.digitaldealer.com.au/image/17090564186853e1c3b7f60418657832_600_400-f.png,,
Garden Automotores,Kia,Tasman,LX,Pickup,$47.990,Diesel,2.2 / 210 HP / 440 Nm,AT 8,4x4,5410,1930,1890,224,-,5,Full,No,No,"12,3",Inalámbrico/Cable,Retroceso,5 años o 100.000 km,Corea del Sur,,https://resource.digitaldealer.com.au/image/17090564186853e1c3b7f60418657832_600_400-f.png,,
Garden Automotores,Kia,Tasman,X-LINE,Pickup,$55.990,Diesel,2.2 / 210 HP / 440 Nm,AT 8,4x4,5410,1930,1890,224,-,5,Full,Sí,Sí,"12,3",Inalámbrico/Cable,360,5 años o 100.000 km,Corea del Sur,,https://resource.digitaldealer.com.au/image/17090564186853e1c3b7f60418657832_600_400-f.png,,
Garden Automotores,Kia,Tasman,X-PRO,Pickup,$59.990,Diesel,2.2 / 210 HP / 440 Nm,AT 8,4x4,5410,1930,1890,224,-,5,Full,Sí,Sí,"12,3",Inalámbrico/Cable,360,5 años o 100.000 km,Corea del Sur,,https://resource.digitaldealer.com.au/image/17090564186853e1c3b7f60418657832_600_400-f.png,,
Garden Automotores,Kia,Tasman,X-LINE,Pickup,$55.990,Nafta (G),2.5 / 280 HP / 422 Nm,AT 8,4x4,5410,1930,1890,224,-,5,Full,Sí,Sí,"12,3",Inalámbrico/Cable,360,5 años o 100.000 km,Corea del Sur,,https://resource.digitaldealer.com.au/image/17090564186853e1c3b7f60418657832_600_400-f.png,,
Garden Automotores,Kia,Tasman,X-PRO,Pickup,$59.990,Nafta (G),2.5 / 280 HP / 422 Nm,AT 8,4x4,5410,1930,1890,224,-,5,Full,Sí,Sí,"12,3",Inalámbrico/Cable,360,5 años o 100.000 km,Corea del Sur,,https://resource.digitaldealer.com.au/image/17090564186853e1c3b7f60418657832_600_400-f.png,,
Garden Automotores,Kia,Carnival,EX Limited,SUV/MPV,$56.990,HEV Nafta,1.6T / 242 HP / 328 Nm,AT 6,4x2,5155,1995,1775,172,627,8,Full,Sí,Sí,"12,3",Inalámbrico/Cable,360,5 años o 100.000 km,Corea del Sur,,https://www.kia.com/us/es/vehicles/carnival-mpv-hybrid/2026/_jcr_content/root/responsivegrid/fiftyfifty.coreimg.jpeg/1755023586964/my26-carnival-hev-trim-highlight-sx-prestige.jpeg,,
Garden Automotores,Kia,Carnival,EX Ejecutivo,SUV/MPV,$60.990,HEV Nafta,1.6T / 242 HP / 328 Nm,AT 6,4x2,5155,1995,1775,172,627,7,Full,Sí,Sí,"12,3",Inalámbrico/Cable,360,5 años o 100.000 km,Corea del Sur,,https://www.kia.com/us/es/vehicles/carnival-mpv-hybrid/2026/_jcr_content/root/responsivegrid/fiftyfifty.coreimg.jpeg/1755023586964/my26-carnival-hev-trim-highlight-sx-prestige.jpeg,,
